parcel_num,Category,building_class,year,acres,sqft
8069-019-035,Existing,"Warehousing, Distribution, Storage",1980,10,236000
8069-019-040,Existing,"Warehousing, Distribution, Storage",1990,1,31000
8069-019-811,Existing,"Warehousing, Distribution, Storage",1980,2,46000
8070-026-017,Existing,"Warehousing, Distribution, Storage",1983,2,55000
8082-002-023,Existing,"Warehousing, Distribution, Storage",1997,4,86000
8082-003-010,Existing,"Warehousing, Distribution, Storage",1980,76,1822000
8082-004-025,Existing,"Warehousing, Distribution, Storage",1980,4,90000
8082-004-026,Existing,"Warehousing, Distribution, Storage",1980,7,178000
8082-033-017,Existing,"Warehousing, Distribution, Storage",1980,8,198000
8082-033-024,Existing,"Warehousing, Distribution, Storage",1980,1,34000
8082-033-025,Existing,"Warehousing, Distribution, Storage",1980,1,28000
8082-033-026,Existing,"Warehousing, Distribution, Storage",1980,1,32000
8082-033-033,Existing,"Warehousing, Distribution, Storage",1980,5,110000
8082-033-034,Existing,"Warehousing, Distribution, Storage",1980,2,59000
8082-033-035,Existing,"Warehousing, Distribution, Storage",1980,3,72000
8082-033-036,Existing,"Warehousing, Distribution, Storage",1980,3,67000
8082-033-037,Existing,"Warehousing, Distribution, Storage",1980,4,100000
8082-033-038,Existing,"Warehousing, Distribution, Storage",1980,9,204000
8082-033-039,Existing,"Warehousing, Distribution, Storage",1980,3,73000
8082-033-047,Existing,"Warehousing, Distribution, Storage",1980,2,50000
8087-035-016,Existing,"Warehousing, Distribution, Storage",1980,10,239000
"80Icon Foothill Ranch, CA 92610",Existing,warehouse,1980,15,366000
8102-039-036,Existing,"Warehousing, Distribution, Storage",1989,5,114000
8103-018-030,Existing,"Warehousing, Distribution, Storage",1987,1,34000
8103-019-013,Existing,"Warehousing, Distribution, Storage",2006,1,28000
8103-022-035,Existing,"Warehousing, Distribution, Storage",1980,2,58000
8104-028-047,Existing,"Warehousing, Distribution, Storage",1992,2,51000
8109-001-041,Existing,"Warehousing, Distribution, Storage",1992,2,37000
8109-012-034,Existing,"Warehousing, Distribution, Storage",2001,2,45000
8109-012-038,Existing,"Warehousing, Distribution, Storage",2001,2,45000
8109-012-056,Existing,"Warehousing, Distribution, Storage",2002,2,44000
8109-013-059,Existing,"Warehousing, Distribution, Storage",2013,1,31000
8112-007-073,Existing,"Warehousing, Distribution, Storage",2005,2,46000
8112-007-074,Existing,"Warehousing, Distribution, Storage",2005,5,123000
8112-008-050,Existing,"Warehousing, Distribution, Storage",1981,2,48000
8114-009-013,Existing,"Warehousing, Distribution, Storage",1987,2,55000
8114-010-004,Existing,"Warehousing, Distribution, Storage",1986,1,34000
8114-010-015,Existing,"Warehousing, Distribution, Storage",1980,6,148000
8114-010-018,Existing,"Warehousing, Distribution, Storage",1988,2,47000
8114-010-023,Existing,"Warehousing, Distribution, Storage",1993,1,31000
8114-011-007,Existing,"Warehousing, Distribution, Storage",1999,2,58000
8114-011-036,Existing,"Warehousing, Distribution, Storage",1992,3,70000
8114-012-011,Existing,"Warehousing, Distribution, Storage",1980,3,65000
8114-013-011,Existing,"Warehousing, Distribution, Storage",1980,2,57000
8114-018-018,Existing,"Warehousing, Distribution, Storage",1980,3,63000
8114-019-024,Existing,"Warehousing, Distribution, Storage",2008,1,30000
8117-001-037,Existing,"Warehousing, Distribution, Storage",1993,2,36000
8117-012-080,Existing,"Warehousing, Distribution, Storage",2001,2,39000
8117-014-001,Existing,"Warehousing, Distribution, Storage",2008,1,32000
8117-016-070,Existing,"Warehousing, Distribution, Storage",2011,1,32000
8117-017-020,Existing,"Warehousing, Distribution, Storage",1980,1,28000
8118-001-019,Existing,"Warehousing, Distribution, Storage",1980,2,37000
8118-001-020,Existing,"Warehousing, Distribution, Storage",1980,2,41000
8118-020-038,Existing,"Warehousing, Distribution, Storage",1990,2,60000
8119-008-800,Existing,"Warehousing, Distribution, Storage",2002,6,133000
8122-005-039,Existing,"Warehousing, Distribution, Storage",2004,3,69000
8122-011-027,Existing,"Warehousing, Distribution, Storage",2000,3,65000
8123-014-054,Existing,"Warehousing, Distribution, Storage",1980,3,63000
8124-004-014,Existing,"Warehousing, Distribution, Storage",1980,12,282000
8124-012-024,Existing,"Warehousing, Distribution, Storage",1984,4,86000
8124-012-025,Existing,"Warehousing, Distribution, Storage",1984,3,70000
8124-012-028,Existing,"Warehousing, Distribution, Storage",1988,2,54000
8125-010-001,Existing,"Warehousing, Distribution, Storage",2003,2,48000
8125-013-024,Existing,"Warehousing, Distribution, Storage",1990,4,99000
8125-014-031,Existing,"Warehousing, Distribution, Storage",2017,2,44000
8125-014-035,Existing,"Warehousing, Distribution, Storage",1990,5,124000
8125-014-036,Existing,"Warehousing, Distribution, Storage",1985,2,48000
8125-014-037,Existing,"Warehousing, Distribution, Storage",2004,3,71000
8125-014-043,Existing,"Warehousing, Distribution, Storage",1980,6,133000
8125-015-014,Existing,"Warehousing, Distribution, Storage",2004,24,586000
8125-015-017,Existing,"Warehousing, Distribution, Storage",2005,14,344000
8125-015-018,Existing,"Warehousing, Distribution, Storage",2005,14,340000
8125-015-019,Existing,"Warehousing, Distribution, Storage",2004,12,287000
8125-015-020,Existing,"Warehousing, Distribution, Storage",2004,5,127000
8125-016-007,Existing,"Warehousing, Distribution, Storage",1980,2,40000
8125-016-020,Existing,"Warehousing, Distribution, Storage",1980,1,36000
8125-016-025,Existing,"Warehousing, Distribution, Storage",1980,1,34000
8125-016-027,Existing,"Warehousing, Distribution, Storage",1980,2,39000
8125-016-030,Existing,"Warehousing, Distribution, Storage",1980,4,104000
8125-016-031,Existing,"Warehousing, Distribution, Storage",1980,5,131000
8125-016-032,Existing,"Warehousing, Distribution, Storage",1984,5,109000
8125-018-024,Existing,"Warehousing, Distribution, Storage",1980,5,113000
8125-018-025,Existing,"Warehousing, Distribution, Storage",1980,5,111000
8125-018-030,Existing,"Warehousing, Distribution, Storage",1983,2,36000
8125-018-039,Existing,"Warehousing, Distribution, Storage",1980,12,278000
8125-018-040,Existing,"Warehousing, Distribution, Storage",1980,9,221000
8125-019-009,Existing,"Warehousing, Distribution, Storage",1980,3,80000
